split,label,group,grouping,path,sha256,pixel_sha256,width,height,source_url
validation,maize_northern_blight,maize_northern_blight:image:d7b57a7e-957c-4225-acdd-c923e38056f4___RS_NLB 4059.JPG,image_only_provisional,data/multicrop-v1/splits/validation/maize_northern_blight/d7b57a7e-957c-4225-acdd-c923e38056f4___RS_NLB 4059.JPG,34f9be8bff9ed3e0faad56e33bd54dd710123e0a06f5c1ab47ca958c9ea550b9,4e41d0bbf5b7f6a9e0452234677b8f626fdf62c94271b764830a9d9d0ed4b432,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d7b57a7e-957c-4225-acdd-c923e38056f4___RS_NLB%204059.JPG
train,maize_northern_blight,maize_northern_blight:image:d7fdbb58-9e9b-4d2e-8b50-9da0e6a8a8cf___RS_NLB 0807 copy 2.jpg,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d7fdbb58-9e9b-4d2e-8b50-9da0e6a8a8cf___RS_NLB 0807 copy 2.jpg,3a140515105bcb614a7787ea96d9b73b042712735ef2ffb6bf30b5d79be17cb5,6a5914a2fbd857dc8fda0dc6d1c79c8598677591a6f2cf3eccc4f6b96d60205f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d7fdbb58-9e9b-4d2e-8b50-9da0e6a8a8cf___RS_NLB%200807%20copy%202.jpg
train,maize_northern_blight,maize_northern_blight:image:d808adb1-8f84-4b4c-84ca-d3f93a349650___RS_NLB 3534.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d808adb1-8f84-4b4c-84ca-d3f93a349650___RS_NLB 3534.JPG,f43ca9f08b1d00c63e75b90e47961ca2208763744d9fee9ce25ba1e7c7559be8,afc896911d88f5ba4ab4352115d0b048403a2a78cadc6b2f1cb7517cce5e8645,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d808adb1-8f84-4b4c-84ca-d3f93a349650___RS_NLB%203534.JPG
train,maize_northern_blight,maize_northern_blight:image:d82213a9-eff4-4d5c-a2a4-c55cc8a034e3___RS_NLB 3748.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d82213a9-eff4-4d5c-a2a4-c55cc8a034e3___RS_NLB 3748.JPG,5c8e84666af189c83c8e9c993415b3caef3779d1545b834a5cfa78c9a92ea6d3,0480e7e6c1175c9ff736fe2d67408f26bb85b58b25a3cfac3f3907f0edd8ff3d,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d82213a9-eff4-4d5c-a2a4-c55cc8a034e3___RS_NLB%203748.JPG
train,maize_northern_blight,maize_northern_blight:image:d8a2c04c-5d2b-485c-aaff-1440c0cd65e1___RS_NLB 3695.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d8a2c04c-5d2b-485c-aaff-1440c0cd65e1___RS_NLB 3695.JPG,ee1903e03d173283daddc12c83015578880f23b610e3f24884b75c926500afab,e3839ac05d20857327415d0e7580bef325ed8bd57e331e74bed8c2423e974178,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d8a2c04c-5d2b-485c-aaff-1440c0cd65e1___RS_NLB%203695.JPG
train,maize_northern_blight,maize_northern_blight:image:d90d1012-715f-4cf5-8e47-7fe6b73ce859___RS_NLB 3715.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d90d1012-715f-4cf5-8e47-7fe6b73ce859___RS_NLB 3715.JPG,84d829fd065be92b324c3e9156f4a84f46746aba2f2b7870a9c9ce12116bedd2,532146016d1a7d5e3159e2cf0798ba98a1987568df1f2756e91dfb8e7478b339,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d90d1012-715f-4cf5-8e47-7fe6b73ce859___RS_NLB%203715.JPG
train,maize_northern_blight,maize_northern_blight:image:d95f6c9c-1c62-47d6-a643-093cd3402162___RS_NLB 3942 copy 2.jpg,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d95f6c9c-1c62-47d6-a643-093cd3402162___RS_NLB 3942 copy 2.jpg,ddfdaae4fc8488e3164e10c5be872629ade79a76749a8e9be98b48e258637de6,78a46bf840103384b2ff61048bd79a9827aef2eb967660e8f10b5d5293bb9649,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d95f6c9c-1c62-47d6-a643-093cd3402162___RS_NLB%203942%20copy%202.jpg
train,maize_northern_blight,maize_northern_blight:image:d9987503-f4fb-4ed8-a766-dcc4bc973fb0___RS_NLB 4070.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d9987503-f4fb-4ed8-a766-dcc4bc973fb0___RS_NLB 4070.JPG,7ffe687a8d064382fca19d9fec52805b9a54686db418fe7681cda844a5698616,ac4fcd5f666cac500e79f46cdbd648065314054f4fb8e280aaaccb5f11989151,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d9987503-f4fb-4ed8-a766-dcc4bc973fb0___RS_NLB%204070.JPG
train,maize_northern_blight,maize_northern_blight:image:d9b926c7-d24d-4773-b1c6-c6b911984121___RS_NLB 3600.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d9b926c7-d24d-4773-b1c6-c6b911984121___RS_NLB 3600.JPG,30a88afbe5c86295bdb421b00f160daf3a09afca0cec3cf97f11d86b18745e91,d2795ab18ac1d3b8f0dcca70406294a79c9d81cdc6787cebab6d64c6f9ad09d7,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d9b926c7-d24d-4773-b1c6-c6b911984121___RS_NLB%203600.JPG
train,maize_northern_blight,maize_northern_blight:image:d9d14fdf-8f10-4023-8caf-c6ed6fd77b0f___RS_NLB 4003.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/d9d14fdf-8f10-4023-8caf-c6ed6fd77b0f___RS_NLB 4003.JPG,bf65279b92c34fd6eb6dd6f2b1611b55c1ab4314a67059e5e0cf3c2a618ae79d,924937841ac6faba94148081db565b9d1ead53add0806fbb3e6bea745473aff3,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/d9d14fdf-8f10-4023-8caf-c6ed6fd77b0f___RS_NLB%204003.JPG
test,maize_northern_blight,maize_northern_blight:image:da061484-a583-40ad-bbbd-cab07dd81d80___RS_NLB 3536.JPG,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/da061484-a583-40ad-bbbd-cab07dd81d80___RS_NLB 3536.JPG,f060b9352b2879052e213fd6655210edafeb4a0f355d2d9e79706112b7cc887c,1badea221877b40e00233010cc1ca8ba0f14718a8abdba90d4a7aafd000ffc21,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/da061484-a583-40ad-bbbd-cab07dd81d80___RS_NLB%203536.JPG
validation,maize_northern_blight,maize_northern_blight:image:da24c7cf-a119-46e9-b34a-049d21fe610c___RS_NLB 0831.JPG,image_only_provisional,data/multicrop-v1/splits/validation/maize_northern_blight/da24c7cf-a119-46e9-b34a-049d21fe610c___RS_NLB 0831.JPG,7f7f64aace16dae2bb2cc3331c61ad2ce911738ae3939915d8019d576d72c184,ac04008ea17585b488d415dbf328b3b737f2a873796ba61aaa58328040f0fa82,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/da24c7cf-a119-46e9-b34a-049d21fe610c___RS_NLB%200831.JPG
train,maize_northern_blight,maize_northern_blight:image:da98944f-f66b-4734-9d09-58dbb072eb85___RS_NLB 4033.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/da98944f-f66b-4734-9d09-58dbb072eb85___RS_NLB 4033.JPG,838e10234270ae6f028dd674d4de59914a5946b9874ed65ef86e815e05a3fd46,b97bfe70260de7f798123307f52f84bc41e9ed6aa0f907e7a26487d30bdd9c8c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/da98944f-f66b-4734-9d09-58dbb072eb85___RS_NLB%204033.JPG
train,maize_northern_blight,maize_northern_blight:image:da9a467c-be7b-4164-81a2-74b82f268bb6___RS_NLB 4122.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/da9a467c-be7b-4164-81a2-74b82f268bb6___RS_NLB 4122.JPG,9174eb7a0ea3898a519cc547d823061ceb52a3fd60197196ac41b53ee318905a,53a86124512d85dcc8728d3645605ed11cda0a67036bd1bab9e120553e5ac3d5,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/da9a467c-be7b-4164-81a2-74b82f268bb6___RS_NLB%204122.JPG
train,maize_northern_blight,maize_northern_blight:image:dac28004-9243-45ab-a3ff-03edff04e8d1___RS_NLB 3613.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dac28004-9243-45ab-a3ff-03edff04e8d1___RS_NLB 3613.JPG,9f93335af0e4e7a2063e36f8d335efb224f88305476b1d9177c9d208f8e535a6,44f96d88933ac188e772736a0151da02b70b679d25156b89bbfb6ca603693182,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dac28004-9243-45ab-a3ff-03edff04e8d1___RS_NLB%203613.JPG
test,maize_northern_blight,maize_northern_blight:image:daf1c801-8722-44d6-9f3f-be0250d952e6___RS_NLB 3941.JPG,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/daf1c801-8722-44d6-9f3f-be0250d952e6___RS_NLB 3941.JPG,0509d4e25cdf71a4137353b7cb2ad6660538a655bc3e3767938c5c19b762992b,0ef9afd0943725c0693e3ce77a49ea147d289e3e669693979cfcca36c1ff756f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/daf1c801-8722-44d6-9f3f-be0250d952e6___RS_NLB%203941.JPG
train,maize_northern_blight,maize_northern_blight:image:dafabebd-c6d1-4f69-a7a9-45f5c959f9a1___RS_NLB 3571.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dafabebd-c6d1-4f69-a7a9-45f5c959f9a1___RS_NLB 3571.JPG,471aa674fb6b95ce7f899fe7cacdfde7a73662fc914ac86df878713aa249cda0,fec525f3b044cdad875b4bd1e366af02e471fce85f2a8fc2807ab545f82bf6d5,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dafabebd-c6d1-4f69-a7a9-45f5c959f9a1___RS_NLB%203571.JPG
test,maize_northern_blight,maize_northern_blight:image:db19f539-05e8-4cd8-a9bc-57fb97ce0f41___RS_NLB  4443 copy.jpg,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/db19f539-05e8-4cd8-a9bc-57fb97ce0f41___RS_NLB  4443 copy.jpg,4757a657f500bcee7507f6deb5f5f4f0e9403a1bc133bac8a4a0ead97376ec3f,483925c1f9e4521fed22a02d82f88e2c719623402dd37854688169825a41cc1c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/db19f539-05e8-4cd8-a9bc-57fb97ce0f41___RS_NLB%20%204443%20copy.jpg
train,maize_northern_blight,maize_northern_blight:image:db43f70c-19bc-4913-b8ae-90c7dca09411___RS_NLB 4035.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/db43f70c-19bc-4913-b8ae-90c7dca09411___RS_NLB 4035.JPG,5a75c1acc5c76f56178f4714f15e091ec47d73da86ce48b518379d95a8a83a82,c0dd54c2384abfff6521b61a8614f822a0b3180e1659f704d41e48f631afddab,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/db43f70c-19bc-4913-b8ae-90c7dca09411___RS_NLB%204035.JPG
validation,maize_northern_blight,maize_northern_blight:image:dbc0dc71-c477-4d79-9c13-479bbbe783c8___RS_NLB 3931 copy.jpg,image_only_provisional,data/multicrop-v1/splits/validation/maize_northern_blight/dbc0dc71-c477-4d79-9c13-479bbbe783c8___RS_NLB 3931 copy.jpg,8f831ae669a8a73c45fb563051e6ef3ba8e41248702f571c3a04b2e59d3d18db,dba3b799bff9530b5b0447391184878ae04d0d8aee9d94f1d20a62680f50dae8,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dbc0dc71-c477-4d79-9c13-479bbbe783c8___RS_NLB%203931%20copy.jpg
train,maize_northern_blight,maize_northern_blight:image:dc425939-95f6-4cec-b669-73d61947c66b___RS_NLB 0834.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dc425939-95f6-4cec-b669-73d61947c66b___RS_NLB 0834.JPG,c8a8b4ddd37141f85867af4095d032e5273b0f697b55289585a996462a8b4db8,6ef8cd94cd5c9f164afb5818a1a108919cfda2938294e839ad97aa2422b14e2a,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dc425939-95f6-4cec-b669-73d61947c66b___RS_NLB%200834.JPG
train,maize_northern_blight,maize_northern_blight:image:dc5013d6-de04-4079-93f1-320d6b765cd3___RS_NLB 0822 copy.jpg,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dc5013d6-de04-4079-93f1-320d6b765cd3___RS_NLB 0822 copy.jpg,aa1169c24e2e3f44090fbf1984910a26584197d219e8e3fddb2de3d444696cb4,2604d204a201fdf3ee2674c9dfad05ce101d015af8fd6873fb5bdf21b9a5ade4,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dc5013d6-de04-4079-93f1-320d6b765cd3___RS_NLB%200822%20copy.jpg
test,maize_northern_blight,maize_northern_blight:image:dca191ee-4869-454f-a67e-6af114398edf___RS_NLB 3647.JPG,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/dca191ee-4869-454f-a67e-6af114398edf___RS_NLB 3647.JPG,9c9f46d6fdfd0ffe8d414a9d6c2fc2bcbc0e70447a8f4e44b58ffed2d5ad600d,fc28f13cb9e27c7f3e8918841227eeff37c6eab4ea6e95e81d7c466551763d63,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dca191ee-4869-454f-a67e-6af114398edf___RS_NLB%203647.JPG
test,maize_northern_blight,maize_northern_blight:image:dd430eb3-4f5c-45a9-9f18-c5ee82073ec4___RS_NLB 4195.JPG,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/dd430eb3-4f5c-45a9-9f18-c5ee82073ec4___RS_NLB 4195.JPG,00f65bbf6acafdf9688862bd5efbcbb65c2e6cc9a68caca65dfd3242b0d74545,a410dedadc41aa44312b62b4e8ef073e5eed95fb96687cc7a799ee4582f3b4ef,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dd430eb3-4f5c-45a9-9f18-c5ee82073ec4___RS_NLB%204195.JPG
train,maize_northern_blight,maize_northern_blight:image:dd75c294-d976-4be5-8efc-889f8b00883f___RS_NLB 4030.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dd75c294-d976-4be5-8efc-889f8b00883f___RS_NLB 4030.JPG,2aa7219f327bd3764b0a28a1ffc50748f707f151a4ebeb4a3b1d7d317444594e,f7b28fdd3dbce034c199999466d2d66f2b88ad163bb230a4cbd7ea5d197b0fb2,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dd75c294-d976-4be5-8efc-889f8b00883f___RS_NLB%204030.JPG
train,maize_northern_blight,maize_northern_blight:image:dda73df7-96ed-453c-8d53-21549a980bc7___RS_NLB 4182.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dda73df7-96ed-453c-8d53-21549a980bc7___RS_NLB 4182.JPG,41c02ad8ea4535c509859cc12b69bcc81ebf87e940d50cba776007af655b1103,3a3537827c9c13c179017d652e1bc258650c3de8ecdd2cb869cc833f19c7ec24,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dda73df7-96ed-453c-8d53-21549a980bc7___RS_NLB%204182.JPG
test,maize_northern_blight,maize_northern_blight:image:ddd3bb1b-ef88-4426-a7bb-2b61422df6e2___RS_NLB 4057 copy3.jpg,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/ddd3bb1b-ef88-4426-a7bb-2b61422df6e2___RS_NLB 4057 copy3.jpg,a9994dc4a92e04bda8b8561870b4db112362c91307aa810e802fe69540e63f30,4f204367cba6ab149dd9b9ed79769b1239f605a98f109bef4e434d157fda841c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/ddd3bb1b-ef88-4426-a7bb-2b61422df6e2___RS_NLB%204057%20copy3.jpg
train,maize_northern_blight,maize_northern_blight:image:de023021-3b7a-4b88-bb83-7bcb09f80b6a___RS_NLB 4666 copy.jpg,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/de023021-3b7a-4b88-bb83-7bcb09f80b6a___RS_NLB 4666 copy.jpg,93578126a3a0652ce4915a3a9e30485e342511a5d3febf98f7ec468de02cf93f,7111c89a9d39b02a958a943d981768ea8f1d2cb2080da3738aef5c3e2da3d10e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/de023021-3b7a-4b88-bb83-7bcb09f80b6a___RS_NLB%204666%20copy.jpg
train,maize_northern_blight,maize_northern_blight:image:de06fdbb-04cf-4e7b-9e1d-6162f11b3dea___RS_NLB 3481.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/de06fdbb-04cf-4e7b-9e1d-6162f11b3dea___RS_NLB 3481.JPG,917a1f231cdda7433f50368c3b803eb07a3160104ce7ec8bab3f31618363f84b,511661037cd598361d2f338cec0b046ae1715fb57f966382aebf2ee2530f99cf,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/de06fdbb-04cf-4e7b-9e1d-6162f11b3dea___RS_NLB%203481.JPG
train,maize_northern_blight,maize_northern_blight:image:dee1d236-d052-475e-a34e-dfdc75d12412___RS_NLB 4223.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/dee1d236-d052-475e-a34e-dfdc75d12412___RS_NLB 4223.JPG,c3a5a0a3823a4a8a42c49525b248546a145572afaf8c99eb6065e5ece01dd9ec,4826db733243544b1464e1f20cb01e155c4d51773d09d190f2e1f10bc5b4dee3,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/dee1d236-d052-475e-a34e-dfdc75d12412___RS_NLB%204223.JPG
train,maize_northern_blight,maize_northern_blight:image:def2064a-8470-447e-bfb2-f76ecb3006cd___RS_NLB 0789.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/def2064a-8470-447e-bfb2-f76ecb3006cd___RS_NLB 0789.JPG,2beef824a322147918b6df19c405817a7b396a44c84e768b72bd760fe6a33bc7,7d43718d35315ffce7d454b6740700b38db454b68f5ab7003e654109b96a54b7,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/def2064a-8470-447e-bfb2-f76ecb3006cd___RS_NLB%200789.JPG
train,maize_northern_blight,maize_northern_blight:image:df1c48d9-2413-4d2d-8a0a-b60a708d32f2___RS_NLB 3955.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/df1c48d9-2413-4d2d-8a0a-b60a708d32f2___RS_NLB 3955.JPG,2f7f2b5279b7ef07b63c5dc4869df28679170ef3c15a90335583d9a34fe9f138,b28394afe647c27c4da3127771082b5fc8277546f50b676ea8bc4ada450318d9,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/df1c48d9-2413-4d2d-8a0a-b60a708d32f2___RS_NLB%203955.JPG
train,maize_northern_blight,maize_northern_blight:image:e0246bcb-949d-4ea8-b517-f6dfb7e7526d___RS_NLB 4107.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/e0246bcb-949d-4ea8-b517-f6dfb7e7526d___RS_NLB 4107.JPG,9d74ed811cf1ebc7890125d21741ab0bada573816b7970405be94896bf007bab,56405c48f520e38c119c36dec4a3373fc70a47667c866f72bbb0af8dad035710,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/e0246bcb-949d-4ea8-b517-f6dfb7e7526d___RS_NLB%204107.JPG
train,maize_northern_blight,maize_northern_blight:image:e04b792b-62d1-4447-b9e2-cf3b8f565883___RS_NLB 3879.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/e04b792b-62d1-4447-b9e2-cf3b8f565883___RS_NLB 3879.JPG,eb52c9f53eacbdad0aa676c125bb710f6018c4f00826cadc4c40a3a6c2789b31,e8ede529e508859e6000750588602335d2b4e3c8e26b3dceff3176f9c646a707,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/e04b792b-62d1-4447-b9e2-cf3b8f565883___RS_NLB%203879.JPG
train,maize_northern_blight,maize_northern_blight:image:e09f88c6-ca04-4f63-bc86-e18a6cbad85d___RS_NLB 3574 copy 2.jpg,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/e09f88c6-ca04-4f63-bc86-e18a6cbad85d___RS_NLB 3574 copy 2.jpg,88d46d0864c1f42bff19a7942a5c211a52828f7414a550595955c43a22809416,1681e5177e0da05bbcca24bfaf9739301d49e248fc021140d6e9f4769ef919c7,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/e09f88c6-ca04-4f63-bc86-e18a6cbad85d___RS_NLB%203574%20copy%202.jpg
train,maize_northern_blight,maize_northern_blight:image:e0b458e7-cea5-4d65-9b14-2aa51ba38438___RS_NLB 3857.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/e0b458e7-cea5-4d65-9b14-2aa51ba38438___RS_NLB 3857.JPG,f9c0b1ea33c16c974e85282d7cf31ef899571a12149ad5677b7440e62dd0a1c2,7d4da725658fe4be2a4db114836eb55941b830f2edcf38a2c94f7d9fe4eeb4f2,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/e0b458e7-cea5-4d65-9b14-2aa51ba38438___RS_NLB%203857.JPG
train,maize_northern_blight,maize_northern_blight:image:e11c9b3e-d9bc-48b7-8d05-c1d99ba2da52___RS_NLB 3851.JPG,image_only_provisional,data/multicrop-v1/splits/train/maize_northern_blight/e11c9b3e-d9bc-48b7-8d05-c1d99ba2da52___RS_NLB 3851.JPG,3c0bf4b5f8ecdfa0241e8c048bed998ebf8f9be66370b316d6c1e2385d11a3b6,342487a5b575ad28cd3b802bc62556db5cc75a1056addb64a58cf33dab044302,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/e11c9b3e-d9bc-48b7-8d05-c1d99ba2da52___RS_NLB%203851.JPG
test,maize_northern_blight,maize_northern_blight:image:e15e053c-4b0a-48a3-a622-c2395bd93b64___RS_NLB 4008.JPG,image_only_provisional,data/multicrop-v1/splits/test/maize_northern_blight/e15e053c-4b0a-48a3-a622-c2395bd93b64___RS_NLB 4008.JPG,f3144c51e06d9a4a6a305fe0374666e5ae0dc95fe5e2fd4b1b9c711ee46a2986,05f74337758e9a85c27730c4a9ad92228e706d37d4654570994a81458e1e3371,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Corn_%28maize%29___Northern_Leaf_Blight/e15e053c-4b0a-48a3-a622-c2395bd93b64___RS_NLB%204008.JPG
