split,label,group,path,sha256,pixel_sha256,width,height,source_url
train,early,early:231.0,data/splits/train/early/f7065117-14b1-44f1-b9ec-953b61fd3368___RS_Erly.B 9544.JPG,8d467fffe2114bb31a861a806b5e0cf3526cd39b7597b2b239708ac2570fd2ca,66bf1e5f3134bccd9d56aa0586b1eebe2487ae44cbaff50cd3743386bfec753d,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f7065117-14b1-44f1-b9ec-953b61fd3368___RS_Erly.B%209544.JPG
train,early,early:250.0,data/splits/train/early/f7357222-4e77-4c46-a0ff-a17e165a70ff___RS_Erly.B 9619.JPG,3f504865441034b14f920dbd1c25dcf20b7a77247a98359b63524ad8f3ddfb94,20315eb52b9508231a38a2eb395a8c7f07323cb0fc1075c4b60eaf396664650c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f7357222-4e77-4c46-a0ff-a17e165a70ff___RS_Erly.B%209619.JPG
train,early,early:122.0,data/splits/train/early/f7682a27-eeb7-4e22-89f0-df8531c5fb8f___RS_Erly.B 7728.JPG,1ad921d36342bef595a3a3f144c38c17f13820c8ae48c69aa4fbed8165319515,98c29f9302675fe366d75bb1bce5d277f99f6d83bac677b0b9cdaad456f08a69,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f7682a27-eeb7-4e22-89f0-df8531c5fb8f___RS_Erly.B%207728.JPG
train,early,early:203.0,data/splits/train/early/f79134d0-8c6a-43ad-ba78-9323f9a9f84f___RS_Erly.B 9427.JPG,9733af74d7ca19fc972319ac49a3821da6dd99e57cf3acccdbfb5fca4727b853,a6a29f00a54aa5ed3f140975e2f1982e391596d98d8026f7f727cf23943ad548,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f79134d0-8c6a-43ad-ba78-9323f9a9f84f___RS_Erly.B%209427.JPG
train,early,early:166.0,data/splits/train/early/f7ab79a6-43d3-4ece-9461-43742519a221___RS_Erly.B 8290.JPG,2f4ac2070aae02fce9a5be345b854d09ee51f1824f9fd6853b6111e34db144ba,b8d026ef5ef8fb556cdefcde1f941b9b8a49dee6e6e7330ddcf3bf11b00bdd2f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f7ab79a6-43d3-4ece-9461-43742519a221___RS_Erly.B%208290.JPG
train,early,early:118.0,data/splits/train/early/f7beb64a-f8be-46d8-b4ea-637fb71e7509___RS_Erly.B 7711.JPG,69b8159b81ce8fa3f715309f2e5700d7cbd32dedbd94a152aba6d4ce9e4258dc,3694750e8f1e57a751e40e0034c09d925a78a58165208ffb73ddf342d057c4fb,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f7beb64a-f8be-46d8-b4ea-637fb71e7509___RS_Erly.B%207711.JPG
train,early,early:121.0,data/splits/train/early/f834c581-d183-4a7a-98a5-77e8e2cbfa69___RS_Erly.B 7722.JPG,fe546d236fbd8dbbda044d7cf2b0b486f0379c507f2d743db0939624f0a2ca7e,54a6d17a1c80e88fdce9c0b2d0dda3a34b79f63eab287c5d93daf936a8b5ddfa,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f834c581-d183-4a7a-98a5-77e8e2cbfa69___RS_Erly.B%207722.JPG
train,early,early:112.0,data/splits/train/early/f8374b63-016a-4b76-9ca8-df348cb44564___RS_Erly.B 7688.JPG,d16637e71c6c22c3bb5fa50483509179a5a5f94628a09eef1f07b41129580a23,cbf8d391bede0de9ff5518e9ec969d8a6e6a7f5d6ce19c0d6fa8e6c0818a98a3,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f8374b63-016a-4b76-9ca8-df348cb44564___RS_Erly.B%207688.JPG
train,early,early:90.0,data/splits/train/early/f870ea24-aac9-41cd-92a3-72f87d395c33___RS_Erly.B 7598.JPG,abb5e6b1371bbfc12675b0db55501f4d199ef367dd1f97c830be52ffe6cc744d,447ef6b0817ba8135965f8b8a2fa8217314ab0dd466430d82f1c01c3dcd0f9e6,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f870ea24-aac9-41cd-92a3-72f87d395c33___RS_Erly.B%207598.JPG
train,early,early:108.0,data/splits/train/early/f882f8cc-49bc-49f6-a6c0-fbffe60d81a0___RS_Erly.B 7672.JPG,1d04892d3749ee6c24a872c49bacc1f400d5320ce0ae31f8ba55514809e670c7,97df6cefcd469a66dd4a78b8353a46cae707808ab98442ef3903bdd9d66daa99,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f882f8cc-49bc-49f6-a6c0-fbffe60d81a0___RS_Erly.B%207672.JPG
test,early,early:48.0,data/splits/test/early/f88be630-f853-48f8-b546-a2f7966368a2___RS_Erly.B 7418.JPG,d086c5d7ddc9a9f8cdd79e304190a010f84b8f97b733c502b317abb0c9235fd5,6db8a295e58c373ad1327f370a946955a0d3d344c46efe0c6e8e43f298bd3bde,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f88be630-f853-48f8-b546-a2f7966368a2___RS_Erly.B%207418.JPG
validation,early,early:64.0,data/splits/validation/early/f899b748-cd86-460f-a202-a6946e04946e___RS_Erly.B 7494.JPG,3463f81d78239c6d917075548cfef64e9a231d985f6efdb34687801606ef029c,bddaf2f49ec5b07965d3be377f9a84b61b6a91ad07473d0ef3d1d2d040c9f06e,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f899b748-cd86-460f-a202-a6946e04946e___RS_Erly.B%207494.JPG
train,early,early:68.0,data/splits/train/early/f8aaa5e3-fe38-4815-8f1d-8ca71db15a8f___RS_Erly.B 7511.JPG,31da05d6187645b37ef51f1aa23e92b92828b08698dd1c1dcb054408ecc53c19,6ebd9b7bb42a1d76d6f50bfc8329477253ea326357ff5b02c22d75df5c4b520f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f8aaa5e3-fe38-4815-8f1d-8ca71db15a8f___RS_Erly.B%207511.JPG
train,early,early:211.0,data/splits/train/early/f8babb7d-af2d-495c-9d99-cf215c8c67af___RS_Erly.B 9462.JPG,b1b709b08491ca9059fb9fa2e361907afb112c5a335757353465c492c8c055d6,9efeaab549609fcd441e77047580bf91f92af515e22b600605fdf5c7394c43d6,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f8babb7d-af2d-495c-9d99-cf215c8c67af___RS_Erly.B%209462.JPG
train,early,early:18.0,data/splits/train/early/f9095543-43a8-4dac-8d06-041203fa5af5___RS_Erly.B 6435.JPG,0bf838354582929fcc58890770a81563c82cfebfac0e87c2efeebd8242e2b093,a52672dd2e6ad5a77a717b2a33a724c1c3ed2cfee7a6e7c28fb17069db401e85,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f9095543-43a8-4dac-8d06-041203fa5af5___RS_Erly.B%206435.JPG
test,early,early:205.0,data/splits/test/early/f91230c1-b28c-46fe-ab7a-329fdb689a02___RS_Erly.B 9439.JPG,8db4a6f57ce11f63431a62373f5aa6cb6fbfc32c2ccad732488b45ad5cc5609a,71a9d5ec8c5780afdf884fc417bf7deafd7f4bf384b3a61b2cca382f2410a91b,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f91230c1-b28c-46fe-ab7a-329fdb689a02___RS_Erly.B%209439.JPG
train,early,early:173.0,data/splits/train/early/f93578b3-4b98-4b13-95c3-495c656963f4___RS_Erly.B 8340.JPG,53c78ce063337280a575a489778ce9fcffd1ed1f2707d9d60b7a827e954f0427,81dc8f0e1a46b02bad4c03521d71954a276ed22cc39e1d5fc41f4b319daebb45,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f93578b3-4b98-4b13-95c3-495c656963f4___RS_Erly.B%208340.JPG
test,early,early:83.0,data/splits/test/early/f9f35406-f925-4c34-a1f5-0f73563033a0___RS_Erly.B 7570.JPG,d58680dafea1a488d6d5d3d56aa7d4a570b423a9f0c49f8a27ac70d94f4003bd,d3e56663faf13fa264823e0df5c833fc25295a8f325e3ba1f06b2e2b5b4282b1,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/f9f35406-f925-4c34-a1f5-0f73563033a0___RS_Erly.B%207570.JPG
train,early,early:209.0,data/splits/train/early/fa5e382e-d1ad-42f9-a4e5-afb343f77a53___RS_Erly.B 9453.JPG,8d1fbd47d69042bdf2324afe6ae8b4b3e1dee6b788cdc0f2bda62ebfd7ae7f35,1f85074c7b55db39538a861699e2125cd1ebec9f25f5510bb4c6a962c4fd4ead,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fa5e382e-d1ad-42f9-a4e5-afb343f77a53___RS_Erly.B%209453.JPG
train,early,early:210.0,data/splits/train/early/fad513f7-c56a-439a-9a5b-515bd0fc8151___RS_Erly.B 9458.JPG,3feafec296226072676602ac6a88c21ad5fd46058d1df2d88459c13ff2930f02,83d1c24af5b3b3a51d00b5bd21b244177f8d201318223465ded95e2b905bbeab,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fad513f7-c56a-439a-9a5b-515bd0fc8151___RS_Erly.B%209458.JPG
train,early,early:228.0,data/splits/train/early/fae08468-fe96-4604-9b86-bfe4c4f06999___RS_Erly.B 9530.JPG,b23f62a9f0cab216506eda3a6a7d3c9184500d0ee2da16c676d7598e91d2d288,bd09a9983a56e67116fc90f85ba7c1ec44ff08d0ea5bd164d38898d9bcd06362,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fae08468-fe96-4604-9b86-bfe4c4f06999___RS_Erly.B%209530.JPG
validation,early,early:193.0,data/splits/validation/early/fb2aaea3-f1cd-49c3-aa02-b640c62e59f5___RS_Erly.B 9389.JPG,9937a0867a4a7430c58515e198d991c4d61651a0ea79da7963e9497e4b59c7ac,be1c34c7fe1afe8386f12aca8c67f935253905520e2d25713a61fe965e4f394c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fb2aaea3-f1cd-49c3-aa02-b640c62e59f5___RS_Erly.B%209389.JPG
train,early,early:245.0,data/splits/train/early/fb3352cc-9189-4214-8b94-a60c6a392c96___RS_Erly.B 9600.JPG,9f7c8e3e498b2c7c033cdcee3728a49404a89489cda959c16589d6c4ac97657b,aa94eccdf43d2a43de53f91b5fdb4daf0d66f6dfd010386b41cfb7ebd32c745c,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fb3352cc-9189-4214-8b94-a60c6a392c96___RS_Erly.B%209600.JPG
train,early,early:151.0,data/splits/train/early/fb956247-8c0b-486a-b491-4d49e77e598e___RS_Erly.B 7842.JPG,29bf8c0182de371d90a3eaf079cf3c4dc58e4f392aba447c8172e53bcfb956e0,500f6a8372e62d3bd9b483b7e18eee96241011d2ed1064789046dfc58fe2a34d,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fb956247-8c0b-486a-b491-4d49e77e598e___RS_Erly.B%207842.JPG
validation,early,early:243.0,data/splits/validation/early/fbb02290-8863-482f-b898-0ea83a2b2fee___RS_Erly.B 9592.JPG,340d45585695dc13a65f623f867755c01a9357115f9b5f23c38811b49e451301,7485269bd1552d063b65a73c62255ea6352565f19e1e7af3c8dd88e46eb1c9a9,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fbb02290-8863-482f-b898-0ea83a2b2fee___RS_Erly.B%209592.JPG
train,early,early:101.0,data/splits/train/early/fbb79594-419e-4bb7-9afa-6b9c0ba89033___RS_Erly.B 7644.JPG,43bf6d73a28f7398d9ed4a354a4b98d1f2ec5b44897c57131d8d2fc1b6aa6886,1b0da0e31ed088afa1a9c969c24781dfe0a3e7a863e0b509b83f89bcbddad141,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fbb79594-419e-4bb7-9afa-6b9c0ba89033___RS_Erly.B%207644.JPG
train,early,early:56.0,data/splits/train/early/fbc07887-0306-4f85-9de9-ebb68a87753a___RS_Erly.B 7456.JPG,74eea41ee4eac05a3ae412fb59f32c8539d6790af03b1fce55d889dc585f2aa5,14996546cfc2555bac9a378f7e2a1453566fc914972651f4f03d2c43b9a2ecf8,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fbc07887-0306-4f85-9de9-ebb68a87753a___RS_Erly.B%207456.JPG
train,early,early:78.0,data/splits/train/early/fbe86131-6873-460e-880a-6ee8576b6bc9___RS_Erly.B 7551.JPG,c9b91223bcd0dff4971bde8ca741ac147fb10312d40b6b32b82a3d1e28951654,7534791beffb6c65287694dbaa60c09bba5c91033c1a59fc0c49af80f48768cb,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fbe86131-6873-460e-880a-6ee8576b6bc9___RS_Erly.B%207551.JPG
test,early,early:12.0,data/splits/test/early/fc296f63-8cb3-42f1-a9c1-f6ed8e49777c___RS_Erly.B 6400.JPG,e91f78ca2bcfd87e00f95d40155aa738023971bf9611682298c1d2e0c36ac71f,10244d4ec05ed44e80b99fe23f60b00511dae15cc1d841eb048a467c74ab34d9,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fc296f63-8cb3-42f1-a9c1-f6ed8e49777c___RS_Erly.B%206400.JPG
train,early,early:138.0,data/splits/train/early/fc38942e-e609-41a2-970c-cc1a67b16fe2___RS_Erly.B 7793.JPG,40c755e6d52dff31d56e162b0924b74a43824d5a4dd4a083b5fac6877decc9de,e97a4c03ad37db79ae68db91d08268a9167be4274b71131bf4f967b635deba57,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fc38942e-e609-41a2-970c-cc1a67b16fe2___RS_Erly.B%207793.JPG
train,early,early:140.0,data/splits/train/early/fcbc5323-1679-416c-bb10-534e686f21bd___RS_Erly.B 7801.JPG,9c570cac2a5015df3e569cda8ee70b11367ae2564b17b9d52dcfb3b49f2875ee,6e3f09a196d33bc9b82d1289ae9b001df2754a2aae40277634e78f1013458e1f,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fcbc5323-1679-416c-bb10-534e686f21bd___RS_Erly.B%207801.JPG
train,early,early:222.0,data/splits/train/early/fcf8557f-890e-441b-9dc1-c8854f694f2e___RS_Erly.B 9505.JPG,41bcfc3417c20ccd782f403244e92a57995a6768e9e0c802fc0ff8d8e6b0e6cb,6ecde697f0959de8d2ca1fcd40520e05406c287fde484cb6c5a687a350a1ab59,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fcf8557f-890e-441b-9dc1-c8854f694f2e___RS_Erly.B%209505.JPG
train,early,early:79.0,data/splits/train/early/fcf97241-bd84-4829-b326-72590a3f4f59___RS_Erly.B 7555.JPG,2edd9b718e13e7f1c53f9aa96e7eb435c9eb89d30a4bd1f6368c10f450211bd7,39d1d12a6ad97d5517e781de93cb9014e38964661926648d8eac5ae6ec62b7d0,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fcf97241-bd84-4829-b326-72590a3f4f59___RS_Erly.B%207555.JPG
train,early,early:34.0,data/splits/train/early/fd6417ac-d076-4658-a4f8-6916d781c72a___RS_Erly.B 7360.JPG,1bf509dca207b4573c33e3ae139db6cb4fd24c7dac0518a808fa93bfdb8a3801,073cb30b389fa4a36be8e47aef3959e8321b0fd2a394439e13751fe7802c8e4b,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fd6417ac-d076-4658-a4f8-6916d781c72a___RS_Erly.B%207360.JPG
train,early,early:143.0,data/splits/train/early/fdc50285-836e-4707-a17d-388b8179c87c___RS_Erly.B 7812.JPG,1b7ccb8ba8857f41d9a9e44e3b3f6801e47e677e3fb0ba813298d7d9e1f723b5,9c2200caf89ed7f1830c9bc8edf67f99f112154abdfd4dcbbc20af5f77dd06de,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fdc50285-836e-4707-a17d-388b8179c87c___RS_Erly.B%207812.JPG
train,early,early:197.0,data/splits/train/early/fe167aa5-089e-4295-ad85-071819b7b692___RS_Erly.B 9403.JPG,f3785bdbfe40bfba87641fd7d393812aedbe51138403eeedf0e6131f56dacba1,78bbbcecd086d647e5b4a8bafbeb473091aeab599683c685eb40c9459eb963ab,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fe167aa5-089e-4295-ad85-071819b7b692___RS_Erly.B%209403.JPG
test,early,early:174.0,data/splits/test/early/fe46f781-a40c-4c73-9e2c-50872f1ab370___RS_Erly.B 8348.JPG,e45feb554bc2bbfa8da0b794ee2dd036caa54351fd04d1dab41b470be8e277b9,a29a6570af555fe19ef256c7debf073b8f8f77cfbec323e9d29b2f29836a3ee3,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fe46f781-a40c-4c73-9e2c-50872f1ab370___RS_Erly.B%208348.JPG
train,early,early:67.0,data/splits/train/early/fe79c70c-0977-43f3-ad1b-3a1b4bceeceb___RS_Erly.B 7506.JPG,1da0ed9faae560e95c1ab1640ebc117b06e188bf6443e4de1aa6238df8f630e5,f4fb4b289f7a4f904a2f0555c75815a55dfb765bd03cc44e9229bda4755adef9,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fe79c70c-0977-43f3-ad1b-3a1b4bceeceb___RS_Erly.B%207506.JPG
train,early,early:96.0,data/splits/train/early/fe856320-407c-4390-9960-a6a539371182___RS_Erly.B 7624.JPG,b7989bb7abd41084a9cc1d178221ab4c90c641eadda0cc711adf92484ee53bf1,1c202a214a447d5a5a1193304e5f4b231ce78aa6031caef8c763cda11d075ac5,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fe856320-407c-4390-9960-a6a539371182___RS_Erly.B%207624.JPG
train,early,early:42.0,data/splits/train/early/fee744d4-d0e5-439d-8b7b-04f8394251e8___RS_Erly.B 7396.JPG,cd8a305b293f851f3ea26fbb519ce994aa8178ed5c1923ab2f08744be829066b,dfd5f4e9bf7b518e00c8df246350938684d5edc04f8c4570be8242584cc19075,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/fee744d4-d0e5-439d-8b7b-04f8394251e8___RS_Erly.B%207396.JPG
validation,early,early:29.0,data/splits/validation/early/ff422d28-d002-4382-80bf-30f78f66c677___RS_Erly.B 6492.JPG,7be3e8b849a88d33ecd59e6096d318737be23e9cc161e46f89518668c9d61fab,dbb006c2cf61698b6576f0fe434502db978a81096070a83659369e62fb335520,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/ff422d28-d002-4382-80bf-30f78f66c677___RS_Erly.B%206492.JPG
train,early,early:241.0,data/splits/train/early/ff83852f-65e0-4981-8c66-6b86d34b32c2___RS_Erly.B 9582.JPG,db2317bf1b0205b5bc9346f022980fcaaae3b46f2351013d3840abe68a29dbc4,91cf6d84233df5e5762e57efd83b51fac0a649c11b2c6f096cc81feecb277f75,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___Early_blight/ff83852f-65e0-4981-8c66-6b86d34b32c2___RS_Erly.B%209582.JPG
train,healthy,healthy:26.0,data/splits/train/healthy/0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105.JPG,fc4556527d5d059c9259d993b9b4774a2cee841b6cfab0444da17a6c0586d491,93033ed5356e9584326a376a1c00d4d200e9bcb296013fc56719ee76da0119ca,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/0031da2a-8edd-468f-a8b1-106657717a32___RS_HL%200105.JPG
train,healthy,healthy:214.0,data/splits/train/healthy/003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844.JPG,be6f8871878eb85d55b435e59fd3db57d3dcde7f29a13a57c93f35ed8c67247c,29efb587efd91f783f9ab1534072318482a1d14dfc917c0488a8dc68876328db,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL%209844.JPG
train,healthy,healthy:56.0,data/splits/train/healthy/00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223.JPG,41ae744b5de0ef4daa7936b2bbfb3d02974c675800a5a514761591670612a014,dc5d1e6a8858a42e7b060a1ff6e475ffa943fa17495012dff7bd37690067f5d8,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/00bce074-967b-4d50-967a-31fdaa35e688___RS_HL%200223.JPG
train,healthy,healthy:163.0,data/splits/train/healthy/014b5e19-7917-4d76-b632-b5dd31d999ec___RS_HL 9640.JPG,f7364c811787aae4502fa9a1835c95858c63d79727e2e24e8760a52389a4ec92,e4b44f6e4b7216671cc9d568785329b011ab1f3f6e0cb5a227b75952b248eb92,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/014b5e19-7917-4d76-b632-b5dd31d999ec___RS_HL%209640.JPG
train,healthy,healthy:27.0,data/splits/train/healthy/01700b46-3800-46c6-ab81-09a5f50af525___RS_HL 0108.JPG,d2b8f6188b0331ce6ac764925d9e45fc3ab933993b16501e175fe241652b1f51,f016c6b1225ce884db61b959a2877f001dc1b7c125a5e7e8b81b16dadbd9d6c1,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/01700b46-3800-46c6-ab81-09a5f50af525___RS_HL%200108.JPG
test,healthy,healthy:144.0,data/splits/test/healthy/0172e56c-8bb8-4e75-8ac7-509df81393e8___RS_HL 0580.JPG,a6174cffa1e76a7f6e7b26c98691530b307970692f36106a10d2a08e8badb801,598d8dd3b02331a0efb64982b5a2024d60735854309bbb118005257c8362337b,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/0172e56c-8bb8-4e75-8ac7-509df81393e8___RS_HL%200580.JPG
train,healthy,healthy:54.0,data/splits/train/healthy/017a4026-813a-4983-887a-4052bb78c397___RS_HL 0218.JPG,c6be05aae640885191e0b84c5aaa70c0a3ae4fd14aa41d3b226bf3ff61d42bd2,301deb97bfc8f14a98101dd1f606cbe3ec3fca44eb152c6655992d240d9d5747,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/017a4026-813a-4983-887a-4052bb78c397___RS_HL%200218.JPG
train,healthy,healthy:163.0,data/splits/train/healthy/01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641.JPG,44e9d0e0e976a19c6ad737fa50dc2c1c6ffd3a5f1bb222180ff05d668c361dde,092517443a02ff8961e5bf2eb2d35168857d5760928cecbec6c7f6d00a5bccd2,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL%209641.JPG
validation,healthy,healthy:127.0,data/splits/validation/healthy/01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509.JPG,4d297e9c5f27dea97188ce3d58ae99d3dd2ae919deb4e7b736f5722811b8a5a3,2d46c2405c820a74143d307d220d2410e4403ad1a5a141643de019de344838a7,256,256,https://raw.githubusercontent.com/spMohanty/PlantVillage-Dataset/7f7ecc7e1eaca78107e3affe7cb5abd9427e139a/raw/color/Tomato___healthy/01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL%200509.JPG
